post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments
"3,180","Aug 8, 2023","Dublin Team's Epic Summer Party! 🌞 Good vibes, great food, and delectable drinks!

Shoutout to our Workplace team for making it an unforgettable bash! 🎊

#LifeAtUdemy","['🙌🙌🙌🙌🙌 keep it up good job', 'Nice', 'Great group!', '👍👍👍', '👏❤️', 'Photo section']","['22w', '20w', '22w', '22w', '22w', '22w']","['sanaullah_samdani', 'dkfamily.ca', 'brotherjohn____', 'velaanatolia', 'burcucetinh', 'syed_m_ab']","['1 like', '0', '1 like', '1 like', '1 like', '0']",6
277,"Oct 5, 2023","In honor of DockerCon 2023, we present to you a starter pack on all things Docker!

Through our newest partnership with Docker, Udemy is committing to upskilling the next generation of developers everywhere. To get started, check out our collection of Docker courses at the 🔗 in our bio.","[""Hello, i've been trying to reach out to you guys. I cannot remember my Udemy password and the link you keep sending to me is not loading"", ""Find all Udemy courses FOR FREE on my page with 💯 % discounts.\nDaily courses with limited sets don't lose the chance""]","['14w', '13w']","['burpeer_nation', 'freecourses_en']","['0', '0']",2
"1,582","Sep 28, 2023","Pssst, this is your sign to go finish your course 🤫","['Focus 🥹 controlling your phone might be a point to start…', ""it's even worse when you've got adhd"", 'Are you mocking me? 🤨', 'This made me giggle', 'Too busy 😢', 'I like it', '😂', 'Cute teacher', 'Hahaha hard relate', 'Ugh fine, on it']","['15w', '15w', '9w', '15w', '15w', '15w', '12w', '15w', '15w', '15w']","['with.omin', 'magnificencia', 'sergioaf08', 'gracehatakeyama', 'unsocialcountryboy', 'tank.sinatra', 'qalbeali10', 'tilovov.abdulaziz', 'rishatrehan', 'gracehatakeyama']","['2 likes', '1 like', '0', '7 likes', '1 like', '4 likes', '0', '1 like', '2 likes', '4 likes']",10
571,"Oct 23, 2023","Learning journeys can be filled with unexpected twists and turns, but they are always rewarding. Take Kisha’s story.

Kisha paid her bills with a customer service call center gig on nights and weekends, but it wasn’t what she imagined herself doing long-term. “I was tired of not living up to my potential,” she tells us.

The silver lining was that every shift wasn’t exactly busy, so Kisha took to searching “careers for introverts without a degree” in her downtime. She went down a major rabbit hole, but discovered how well web development paid, and although it was challenging — it was something she could learn without going back to school for a degree.

Kisha discovered Udemy while scrolling Facebook. She started taking courses in copywriting and social media marketing, before finding her way back to coding (more specifically email development). It wasn’t long before she had freelance clients and was getting paid for the skills she had recently learned. Freelance work came with its own set of challenges, but Kisha used her experience to land a job at a marketing agency and other roles. Kisha estimates that she tripled the salary of her call center job in less than 2 years!

“It filled me with confidence in myself. I had a lot of self-doubt before about achieving what I set out to do,” she recalls.

Today, Kisha has her own email marketing agency. She also volunteers her time teaching the skills she’s learned, speaks at tech conferences around the world, and is even developing a course on the Udemy platform focused on breaking into tech with a non-traditional background.

“I set out on this journey and now, I get to give back to other learners,” she beams.

We’re so proud of you Kisha and can’t wait to check out your course!

#AlwaysLearning","['Wow! What an inspirational story, Kisha!! It’s AMAZING the opportunities eLearning opens for each of us! 🙌🙌', 'Congratulations, Kisha!', 'I didn’t get a response based on getting a certificate in data analysis', 'If you have an inspiring story of your own, share it with us at the link in bio!']","['11w', '12w', '12w', '12w']","['education.exploration', 'lewccylew', 'tonyautoservicesltd', 'udemy']","['0', '0', '0', '0']",4
440,"Nov 2, 2023","Another strong quarter in the books! 📈

We’re proud to announce that Udemy’s third quarter results have exceeded our expectations for growth as we continue to invest in innovative technology like generative AI to help enterprises address skills gaps and provide more personalized skills-development experiences.

Read all about it at the 🔗 in bio.","['Customer service = 0', 'Fantastic!', 'It’s time for a change, Udemy! The new Ûdemy font is bold, innovative, and sets you apart from the competition and capture the attention of learners worldwide. 🌎\n\nU̶d̶e̶m̶y̶ : Ûdemy\n\nWhat do you think? 🤔\n\n#Ûdemy #Innovation #ideas', 'it’s time to change the alphabet udemy to Ûdemy\n\nI request to you could you please check my DM.']","['10w', '10w', '10w', '10w']","['mohammaduxi', 'thedailypythontip', 'meetcipher', 'meetcipher']","['2 likes', '0', '3 likes', '1 like']",4
979,"Oct 23, 2023","That's a wrap on FWD Mumbai 2023!

The event was bustling with insightful conversations around the future of the skills economy, generative AI and DEI in the L&D space. We'll see you again next year, FWD Mumbai!","['@raramamaraa 🔥', 'Hey what about our free courses that you where offering have to forgotten about that']","['12w', '12w']","['marlsi', 'md_mubashir_2802']","['1 like', '0']",2
299,"Aug 30, 2023","Calling all tech enthusiasts! Are you attending @googlecloud Next '23? Don't let your learning stop there 🤓

P.S. There's still two days left of our biggest sale of the season, so now's the best time to shop! 🔗 in bio","['🙌', 'Check out our page 🙌', 'Sounds interesting 🙌', '🤍🤍🤍']","['19w', '19w', '19w', '19w']","['care_of_careers', 'care_of_careers', 'fo_coding', 'peshawa7_me']","['0', '0', '0', '1 like']",4
643,"Nov 25, 2023","FWD London 2023, over and out!

Our guests braved the conditions of Storm Ciarán in the UK to join us and wow, what a venue! We had a full house with incredible sessions on AI in learning, 2024 learning and skills trends and a panel of learning leaders sharing how they are building a future-ready workforce.

We are so excited to get back in 2024!","['You have so much high quality content at your disposal! Your Instagram page should be so much better than it is. You have almost 3 million followers but hardly any engagement. How does that happen?\n\nYou could start by prioritizing video content over static images. IG is a platform with an algorithm that favors videos and reels.', 'Hii sir I need a suggestion. I have passed b.tech in mechanical engineering in 2017 and after that i was continuously preparing for government jobs . I have more than 6 years of career gap. Should I enter in it sector if I learn coding or should I go for mechanical engineering private jobs. Needs a suggestion thankyou']","['7w', '7w']","['asitworks', 'rishav44596']","['0', '0']",2
317,"Aug 23, 2023","And that's a wrap! Swipe to see what we covered this season on #LeadingUp.

Head to the link in bio to stream season 3 now 🎧","['@_rl9 🐐🐐', 'Nice content 🔥', '🔥🔥🔥', 'Online Work From Home Opportunity\nFlexible Timings (Atleast 3-4hrs/day)\nIncome 40000pkr-50000pkr\nFor Students, housewives, Employed and unemployed both\nFor details check my profile and fill up the form']","['20w', '20w', '20w', '20w']","['minou_james700', 'fo_coding', 'hass.osman', 'swera_enterpreneur']","['0', '0', '0', '0']",4
233,"Nov 8, 2023","being a leader means making decisions on the fly ✈️

listen to the full episode to hear about how curiosity can help you stay on top of your leadership game. 🔗 in bio!",[],[],[],[],0
328,"Sep 29, 2023",Where will you traverse next?,[],[],[],[],0
249,"Aug 22, 2023",Learn new skills for your career or a new hobby. Save on courses during our biggest sale of the season. Shop now at the 🔗 in bio!,[],[],[],[],0
"1,071","Oct 19, 2023",a walk? a snack? both? let us know ⬇️,"['From the river to the sea, Palestine will be free 🇵🇸🇵🇸🇵🇸🇵🇸', ""<answer > I don't </answer >"", '<output>caffee</output>', '</input> 💀', 'type = ""text""', 'Input.value = ""By watching anime"";', 'Can you guys add bank transfer as payment mode because your website is rejecting all the cards I’ve tried using including USD card', 'Travel and gym', 'Social media and food😂😂😂😂', '<button type:submit value=""movies""></button>', '<br>', 'A walk or a coffee, at least during work.']","['12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '12w', '11w', '12w', '12w']","['yasminamour_', 'mikhail_dalia_', 'neamat_andishmand', 'dev.aztex', 'mr.iitian_26', 'paulbarretto.dev', 'iheomasom_trust', 'sirarchie8105', 'tonyautoservicesltd', 'jay_codexx', 'nico.capy', 'fiprojekt']","['0', '5 likes', '0', '3 likes', '2 likes', '1 like', '0', '0', '0', '0', '0', '0']",12
286,"Oct 4, 2023","early career employees (hi, gen Z 👋) need to feel 100% supported from day one. if not, they might be onto the next.

head to the link in our bio for the full episode 🎧","['Absolutely. We also need to prepare them for their role within the company. Show them how they function within the larger org and how they are important. Then, we teach them the skills to succeed.', 'Agreed! Especially within a large company that has a lot going on and several websites utilized within the company for employees, projects, etc and', '❤️']","['14w', '14w', '12w']","['roselearningsolutions', 'daneka_dodson', 'itsthandiswa']","['0', '0', '0']",3
302,"Oct 27, 2023",Here's how Integralis transformed the way their organization learns and grows 📈,"['Soft skills are SO important, especially for a remote workforce! 👏', ""Hello I'm trying to make payment for a course but I'm having issues doing so""]","['11w', '11w']","['education.exploration', 'techbro52']","['1 like', '2 likes']",2
270,"Nov 15, 2023","our very own CEO, Greg Brown, spills the tea on the secrets to his success 🤫

full episode at the 🔗 in bio","['😏', 'Admin please check my dm 👨🏻\u200d💼']","['8w', '8w']","['aitechteach', 'chefblunt']","['0', '0']",2
296,"Sep 14, 2023","Getting help from your friends 🤝 Avoiding burnout

Use this coupon 🎟️ the next time you're stuck on a coding exercise (or any other project, really) and could use an extra set of eyes. We're here to remind you that it's okay to ask for help when you need it -- we can't do everything by ourselves!

No exclusions apply. Unlimited uses. Coupon never expires. 💙","[""@exreed_ I recently purchased a Data Science with Python Course and it has been very helpful. I've learned a lot of new things from this course. I must say that it's one of the best online course platform."", '@praaa_pon______', '❤️❤️❤️❤️', 'Ctrl C + Ctrl V']","['9w', '16w', '17w', '17w']","['emp_ower_me', 'faizairyy', 'neamat_andishmand', 'minou_james700']","['0', '1 like', '0', '0']",4
330,"Sep 21, 2023","Not sure how to manage up and have difficult conversations at work? You might want to give this episode a listen!

🔗 in bio!","['If any one wants to earn 20 to 30k by doing part time business then dm me I am interested', 'Yessss providing evidence is gonna build you a stronger case people 👏🏼', 'Imma do this once sending\n5 grand to the first ""6""\nPeople to hmu with ""BLESSED""\nCus i feel some people Going Though\n""DIFFICULTIES, Y\'all stay Blessed']","['16w', '16w', '16w']","['its_utkarsh1911', 'hrsuitespot', 'ieskelvin__paid']","['0', '0', '1 like']",3
212,"Nov 30, 2023","a round of applause for season 4! 👏

listen to our leadership podcast, Leading Up, at the link in bio.",['🔥🔥'],['6w'],['kasana_irshad'],['0'],1
281,"Oct 18, 2023","Be. The. Table 👏

Full episode at 🔗 in bio.","['#business #career #careercoach #careergoals #careerdevelopment #businessstrategy #businesssuccess #communication #communications #leadership #leadershipdevelopment #leadershipskills #productivity #productive', '👏👏👏', '🙌', 'I’m trying to reach my account, I cannot remember my password so i tried to reset it but I cannot see “I’m not robot” button and each time i see “sorry, something went wrong, please try again.” I cannot use udemy app on my 📱but I tried to reset on my laptop and mobile safari. Unfortunately both of them didn’t work.\nHope you can solve this problem so i can keep learning. @udemy']","['12w', '12w', '12w', '12w']","['udemy', 'tw_techworld', 'machinelearninghub', 'bookaddict2424']","['0', '0', '0', '0']",4
363,"Nov 16, 2023","Introducing: Udemy x @googlecloud! 🎉

Listen up, learners. With this partnership, you’ll have first dibs on the latest, high-quality, Google Cloud endorsed courses that will get you geared up on skills like #GenerativeAI.

Check out the courses and more at the link in our bio.","['hi! may it be possible to do as just an user? (without an org/company)', 'Brilliant 👏', 'Wenn es nass ist, wonach suchst du 🙈😘', 'How to use it?']","['8w', '8w', '8w', '7w']","['kleinman38', 'chibuzo_udoka', 'shilithptk', 'tigerpk785']","['0', '1 like', '0', '0']",4
705,"Nov 8, 2023","3…2…1 🏁

Something’s coming... 11.14.23 🗓","['Waiting 👏👏👏', '🔥🔥🔥', '🔥🔥🔥🔥🔥', '🏎️', '🔥👏', '👏', '🔥', '😍']","['9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['teacherankit', 'coursevania', 'mymarbellaochoa', 'realdiegodavila', 'shelderc', 'olegzasadny', 'neamat_andishmand', 'gugafariaslima']","['0', '0', '0', '0', '0', '0', '0', '0']",8
984,"Sep 5, 2023","Last month, our APAC team got together in Pune, India for our Event in a Box tradeshow series. What a success! 🎉

It was a day filled with insights from our customer panel, including leaders from Volkswagen, Suzlon Group and more. We also got a chance to hear from Udemy instructor Bharath Thippireddy, who shared practical business use cases of ChapGPT and AI.

Can't wait for the next one! #AlwaysLearning","['Is there any program related to learn about special need children', 'Udemy offers great learning experience', 'Plz come to pakistan also']","['18w', '18w', '18w']","['anoma_mahawatta', 'hari_kmar_rajah', 'hammad_mughal_mirza']","['0', '0', '2 likes']",3
189,"Nov 1, 2023","HOT OFF THE PRESS! Our biggest report of the year brings you all the top trends for the future of work.

Discover how generative AI is paving the way for a skills-based economy at the 🔗 in bio.",['Is this based on the courses that were in a higher demand than in 2022?'],['2w'],['yourukdegree'],['0'],1
256,"Sep 27, 2023","Less inefficient meetings, more productive async communication!

Find out how with @virtualinsider at the link in our bio 🚀","['More time flexibility 🙌 more time…', 'Hey , want to know how the subscription plan works', '❤️🔥🔥']","['15w', '15w', '15w']","['with.omin', '_amalamary_', 'kasana_irshad']","['1 like', '1 like', '0']",3
693,"Aug 14, 2023","Todays English lesson featuring Nina Weinstein ✍️

More English language tips from Nina at the link in our bio!","['😡😡😡😡😡😡😡😡', 'Right 👍', 'Me estafaron!!!!! Me cobraron por un curso que no compré!!!!!', 'empty', '🔥🔥', 'That was the best tutorial i had😂😂🤣']","['21w', '20w', '21w', '21w', '22w', '22w']","['maricelromero10', 'fatima_ambitious14', 'maricelromero10', 'ally_silver_010', 'burcucetinh', 'martin_2xc']","['0', '0', '0', '0', '0', '1 like']",6
980,"Sep 7, 2023","We brought our kids to work! 🎈🖍️

Last month, our Denver Culture Crew brought the magic of family and learning together as we celebrated the inaugural Bring Your Kid to Work Day! Swipe for your daily dose of cuteness! 🌟🎉","[""It's very interesting 🔥"", 'Nice 😍', 'Adorbs.']","['18w', '18w', '18w']","['dr.marjanmobin', 'itsofficialshoaibdurranni', 'coffey_matt']","['0', '0', '0']",3
"1,221","Sep 15, 2023","Last week, we celebrated our first-ever Udemy Day as part of a weekly series of intentional and fun connection moments! 🙌

Whether in-office or remote, our team showed off their Udemy pride worldwide by wearing our swag and brand colors. 📸

#LifeAtUdemy","['Make a payment method for naira bank transfer for those in Nigeria', 'I Love Udemy', '@udemy 🙌🏾APAC🙌🏾\nTEAM FIRST\nbest company I’ve ever been a part of. I love this place!!!!', 'Congrats! A pure company based on good morales.']","['17w', '17w', '17w', '17w']","['iheomasom_trust', 'neamat_andishmand', 'marlsi', 'investingblueprintsocial']","['0', '0', '0', '1 like']",4
402,"Oct 1, 2023","Celebrate #InternationalPodcastDay with a dose of inspiration and insights from some of the world’s greatest leaders and leadership coaches.

Listen to the latest episodes now at the link in bio 🎧","['How will I check my schedule for a course I registered here?', 'Happy International Podcast Day...month...year from Canada 🇨🇦', 'Check DM', '😍Ni8n😍(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060◍\u2060•\u2060ᴗ\u2060•\u2060◍\u2060)\u2060❤(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060◍\u2060•\u2060ᴗ\u2060•\u2060◍\u2060)\u2060❤(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060◍\u2060•\u2060ᴗ\u2060•\u2060◍\u2060)\u2060✧\u2060*\u2060。(\u2060◍\u2060•\u2060ᴗ\u2060•\u2060◍\u2060)\u2060✧\u2060*\u2060。(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪(\u2060♡\u2060ω\u2060♡\u2060 \u2060)\u2060 \u2060~\u2060♪']","['15w', '15w', '15w', '15w']","['engr.yani', 'ourpodcastshow', 'brumebravo', 'pavana__shree__']","['0', '0', '0', '0']",4
311,"Sep 26, 2023","Identify and mitigate biases with the help of this brand-new course from Samara Hakim.

Head to the 🔗 in bio to start the course today!",[],[],[],[],0
404,"Nov 27, 2023","Introducing our FIRST-EVER ✨ Skills Showdown ✨

Check out our stories to learn how to vote on top skills for 2023. Voting happens every Wednesday. Winner will be crowned next month 🏆","['👏', 'AWS? Google Cloud? Why not Azure? :/', 'Business writing? Copywriting?', 'no more python plz, getting really fed up with it', '🔥🔥🔥', '#udemy #elearning #remotelearning #learning #alwayslearning #onlinelearning #learningstartswithu #learn #learningathome #onlinelearning #onlinelearningplatform #elearningsolutions #python #java #GenAI #machinelearning #AWS #webdev #iosdev #figma #miro #seo #socialmarketing #business #leadership', 'I love this 🙌', '❤️❤️', 'I can not make payment on udemy, I have tried several cards, and payments failed to process.', 'Amazing 🔥🔥']","['6w', '6w', '7w', '7w', '7w', '7w', '7w', '6w', '6w', '6w']","['paper_inkmedia', 'scottjduffy', 'edyprayogo_', 'har_deplasser', 'kasana_irshad', 'udemy', 'clvasquez90', 'ethel_pretty', 'adebowalefeb', 'iamdeemyles']","['0', '0', '0', '0', '0', '0', '1 like', '0', '0', '0']",10
381,"Aug 25, 2023","healthy body 🤝 healthy mind

Don't let the hustle distract you from taking care of yourself! Take this coupon 🎟️ as a reminder to make room for a quick stretching session, short walk around the block, or any other fun activity that'll get your body moving. 💪

No exclusions apply. Coupon never expires. Unlimited uses. 💜","['True, health comes first ❤️', '👏', 'Boa noite! Realizei o pagamento do curso e não recebi o mesmo.', 'Love this!!', '👏']","['20w', '20w', '20w', '20w', '19w']","['fo_coding', 'web.vladimir.dev', 'denismelo2000', 'hannahshirley', 'care_of_careers']","['3 likes', '0', '1 like', '2 likes', '0']",5
363,"Sep 15, 2023","Are you convinced? RSVP at the link in our bio!

FWD is Udemy's free virtual event where learning leaders can discover more about the future of the skills-based economy. Get ready to skill up your teams with the latest skills like generative AI and machine learning!","['sir access mobile and tv what does it mean can i access it on laptop ,', 'Has the headliner been announced yet? Heard the guest speaker is going to be HUGE!']","['17w', '17w']","['itzz__jay20', 'drakiedrake']","['0', '0']",2
309,"Aug 10, 2023",What have we helped you achieve? Share with us at the link in our bio for a chance to be featured!,"['İ teach phonics with udemy ✌️', 'I am energetic Udemy', ""I'm enlightened with Udemy"", 'I am enlightened with Udemy', 'I am empowered with Udemy', 'Got laid', 'I drink with Udemy', 'Used For Blender and Maya', 'Love', 'I work with Udemy.', 'I code with Udemy', 'am learning', '👏', 'I learned with @udemy']","['22w', '18w', '22w', '22w', '22w', '21w', '22w', '22w', '22w', '22w', '21w', '22w', '22w', '22w']","['activities4esl', 'nirupama4750', 'celalcemdengiz', 'vaithy_legrand', 'aranya__786', 'alexlostun', 'nish_karsh15', 'amiyypatel', 'siddu_suarez', 'aarchisauna', 'preview_code', 'mahnur_hossain584', 'codeslayer.fu', 'meetcipher']","['0', '0', '0', '0', '1 like', '0', '4 likes', '1 like', '0', '0', '0', '1 like', '0', '0']",14
519,"Aug 22, 2023","Lesson of the day: have a bias towards simple solutions

More learnings from Frank at the link in our bio!","['Lesson of the day: stay away from fraudulent companies like udemy.', 'Thanks fir the advice master Frank', 'I’m sorry but how will ai not make it simple if you guys don’t limit it so hard with rules and complicate things… you act like ai will take the world over but the problem is people and how they set it up… it’s a far more advanced brain and not that hard to understand… stop dumming down these ai brains and trying to keep some sort relevance to feel smart and not look dumber beside it it will not kill us because life without life is pointless … it’s just obvious that men would be scared to look smaller compared to a super brain and the fact you all still think we are convinced these super-brains can’t out think a human is entirely laughable.', 'How do I Connect with you guys', 'I love frank courses 😍', 'This is great Frank! Thank you so much :)']","['20w', '18w', '21w', '20w', '21w', '20w']","['soheil_solhjoo', 'gypsywestline', 'g8s__e_8_e__d8g', 'movewithmenino', 'themis277', 'lanaraquelthebelle']","['0', '0', '0', '0', '1 like', '0']",6
620,"Aug 31, 2023",sorry but my udemy cart is calling 👀,"['Can’t stop, won’t stop.', '#udemy #onlinelearning #elearning #sale #shopnow #alwayslearning #learn #education #remotelearning #learningstartswithu #learningathome', 'i can’t help my spending addiction 😭', 'Feeling attacked tbh', 'Facts!!']","['19w', '19w', '19w', '19w', '19w']","['tylerleemain', 'udemy', 'rosemnguyen', 'gracehatakeyama', 'hannahshirley']","['2 likes', '0', '2 likes', '2 likes', '2 likes']",5
