post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments
333,"Nov 27, 2023","This isn’t your average Cyber Monday sale. 💰 For a limited time, you can save $100 on a new Coursera Plus annual subscription (original price: $399 | after discount: $299 for one year)! You’ll get unlimited access to 7,000+ learning programs from world-class universities and companies like @Google, @Yale, and @Microsoft—for one all-inclusive price.

What are you waiting for? Whether you’re starting your first job, switching to a new career, or advancing in your current role, you can join the 95% of learners on Coursera who have reported personal benefits, including boosted confidence, a sense of accomplishment, and more.*

Comment “PLUS” below, and we’ll DM you more details.

*Source: 2023 Coursera Learner Outcomes Report","['PLUS', 'PLUS', 'PLUS', 'PLUS', 'Empower your future with endless learning opportunities – a small investment today for a brighter, more skilled tomorrow.', 'PLUS', 'PLUS', 'PLUS', 'plus', 'plus', 'PLUS', 'Plus', 'PLUS', 'Plus', 'PLUS']","['6w', '7w', '7w', '7w', '6w', '6w', '7w', '7w', '7w', '7w', '6w', '7w', '7w', '6w', '7w']","['xxxxqelva', 'ruslan_barikulov', 'abay.assylkhan', 'mukhtar.tashimov', 'seyedshahabmehdinia', 'armin.sheikh', 'mkirez', 'milo.rave', '_makhanov', '_makhanov', 'alyabudiak', 'quatbek_myrza', 'jefreeb', 'pollitovalencia', 'hirojet8']","['1 like', '1 like', '1 like', '1 like', '0', '1 like', '2 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '2 likes']",15
512,"Nov 10, 2023","Wonder what #vr learning is really like? Step inside the Extended Reality Studio at @UMichiganAI with Coursera CEO.

Or immerse yourself in the experience by enrolling in an XR-enhanced course from @uofmichigan:
✨ Feedback Loops: How to Give & Receive High-Quality Feedback Specialization
✨ People, Technology and the Future of Mobility
✨ Advancing Health Equity: A Guide to Reducing Bias in Healthcare

Comment “MICH” below and we’ll send you a DM with more info.","['I love your platform 😍', 'Thank you @coursera for showing us what VR learning is all about! #GoBlue 💙💛', 'Beneficios para los que ya tenemos coursera plus', 'Intrigued and inspired by the innovative blend of VR and learning. A visionary step towards futuristic education!', 'I love Coursera', '🤘🔥🔥🔥', 'Dm me for Coursera free courses and assignment solutions', '👏👏👏😍', 'Partnerships with academic institutions like the University of Michigan are what make @coursera stand out! The quality compared to other online learning platforms is completely unmatched 👏', 'Grateful for our 11 year partnership with @coursera. We loved having Jeff visit our new studios and innovation facility at the Center for Academic Innovation at U-M!', 'I really like @coursera work !!!', 'Excellent! 👏 @coursera @michigan.online']","['8w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['paul30012', 'michigan.online', 'kennycochi', 'seyedshahabmehdinia', 'nashafaei', 'lloydpilot', 'shamik_debnath_12', 'carol_sisson_', 'education.exploration', 'devaneygoblue', 'umer.023', 'lucaspinzonevecchio']","['0', '2 likes', '0', '1 like', '1 like', '1 like', '0', '1 like', '2 likes', '3 likes', '2 likes', '1 like']",12
152,"Oct 27, 2023","Episode 2 of The Coursera Podcast is live!

Get the scoop on the science behind learning with Dr. Barbara Oakley, who shared the inspiration behind her course Learning How to Learn, taken by 3.6+ million students—one of the most popular ever on Coursera. We also explore:

✨ Debunking common misconceptions about learning
✨ Strategies to conquer procrastination and master new skills
✨ The future of education in the digital age
✨ How to cultivate a lifelong passion for learning

Tune in now at the link in bio!

What's your biggest learning challenge? How do you stay motivated? Comment below and let's learn together!","[""Dr. Oakley's insights elegantly traverse the labyrinthine intricacies of pedagogical science. As we stand at the cusp of a digital renaissance in education, such erudite dialogues curated by Coursera are pivotal in redefining our pedagogic paradigms. A commendable endeavor, indeed.""]",['11w'],['seyedshahabmehdinia'],['3 likes'],1
428,"Dec 6, 2023","[NEW] This nationally ranked university (U.S. News & World Report) now offers a data science master’s program that requires no test scores, transcripts, or application!

With performance-based admission to the fully online Master of Data Science (MDS) program from @PittOfficial, you have to earn a 3.0 GPA or higher in one online three-credit course, and with the verification of a bachelor’s degree, you’ll be accepted!

Comment “PITT” below, and we’ll DM you more details.

#careeradvice #jobsearch #datanalytics #datascience #careerchange #indemandcareers #degrees #mastersdegrees","['PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'PITT', 'An innovative approach to education, democratizing access to advanced data science knowledge for aspiring learners.', 'PITT', 'PITT', 'PITT']","['5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w', '5w']","['aitabdelmalikmohamed', 'basseyavo', 'mrhananhaider', 'kay.v_297', 'sabahaat_hkhan', 'turingphilosophy', 'dark_desire03', 'adanielsalazar', 'alex_kahenya', 'gabysjebys', 'omarelsaraj', 'seyedshahabmehdinia', 'hachem.di', 'luisdfernandez777', 'a1c_wellness_journey']","['3 likes', '2 likes', '2 likes', '2 likes', '2 likes', '3 likes', '2 likes', '2 likes', '2 likes', '2 likes', '2 likes', '4 likes', '2 likes', '1 like', '2 likes']",15
"1,323","Nov 22, 2023","➡️LINK IN BIO TO SIGN UP for the Generative AI course by Andrew NG and Coursera Plus for 1$🔥🔥

✅The course covers

➡️how generative AI works
➡️its practical applications
➡️its impact on society and business.

✅It is designed for a non-technical audience and does not require prior coding skills or AI knowledge!!

You can get this course and 6100 other courses including popular Professional Certificates from Google and Meta for just 1 Dollar with Coursera’s new Monthly subscription offer!🔥🔥

Details:

➡️Dates: Nov 2 - Dec 2, 2023
➡️Limitations: Only available to new Coursera Plus subscribers (i.e. they must not have an active Coursera Plus subscription). Not redeemable in India.

Coursera, Data Analytics, AI, Generative AI, Free Courses, Data Science, Machine Learning, Onestopdata, Data Analysts, Andrew NG",[],[],[],[],0
304,"Nov 12, 2023","Meet Alyssa #LearningFrom Boston, Massachusetts!

“I’m so happy I found Coursera and enrolled in the Google Digital Marketing & E-commerce Professional Certificate. I learned so much about the strategy that goes into marketing and remarketing to specific customers. I have previous experience working in marketing, and my degree is in Strategic Communications, so I wanted to expand on the skills and knowledge I’ve gained from this program to support a marketing team and bring success to their company. This course has taught me that it’s okay not to know everything about the field you're interested in; as long as you are willing to learn and expand your understanding, there's always room for growth.“

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","['Inspiring journey, Alyssa! Your dedication to continuous learning and growth in the dynamic field of digital marketing sets a wonderful example for aspiring professionals.', 'My Story!', 'MY STORY', 'MY STORY', 'my story', '❤️❤️🙌']","['8w', '9w', '9w', '9w', '9w', '9w']","['seyedshahabmehdinia', 'benhustles', 'iacristian', 'rogue_ninja_0_0_7', 'isthataysh', 'thrijungli']","['2 likes', '1 like', '1 like', '1 like', '1 like', '1 like']",6
250,"Dec 29, 2023",Link to sign up for the offer is in my bio! #coursera #softwareengineer #datanalyst #cybersecurity #tech #techtok,"['Is it only for new subscribers?', '👏👏👏', 'Till when is it available? @coursera']","['2w', '2w', '2w']","['kennycochi', 'coursera', 'rochisshil_varma']","['1 like', '1 like', '1 like']",3
"1,063","Nov 6, 2023","For a limited time, we’re offering the first month of Coursera Plus for just $1. Yes, you read that right. For $1, you can access 6,000+ courses, Professional Certificates, and Specializations from industry leaders and universities like @Google, @Microsoft, and @Yale.

Whether you’re starting your first job, switching to a new career, or advancing in your current role, Coursera Plus is your ultimate ally. What are you waiting for? Join the 95% of learners on Coursera who have reported personal benefits, including boosted confidence, a sense of accomplishment, and more.*

Comment “PLUS” below, and we’ll DM you more info.

*Source: 2023 Coursera Learner Outcomes Report","['PLUS', 'PLUS', 'Plus', 'PLUS', 'Plus', '🟥❤️🌍PLUS 🌍 ❤️🟥', 'Plus', 'PLUS', 'Plus.', 'PLUS', 'PLUS', 'PLUS', 'PLUS', 'Plus', 'PLUS']","['9w', '9w', '9w', '8w', '8w', '9w', '9w', '8w', '9w', '9w', '9w', '9w', '9w', '9w', '8w']","['thcr.i', 'ki0jj', 'iamrupeshmodi', 'prankurfalke', 'prankurfalke', 'mostafa1mohammadi', 'anamariac_11', 'ingridsalvadors', 'abhishekvthakkar1010', 'person_unnoticed_', 'nushara_ariyawansa', 'cendanadharmawan', 'anaamansari99', 'reim_x', 'mavingarda']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15
351,"Jan 3, 2024","No application, no problem. Rob is earning his master’s in engineering management by taking advantage of @CUBoulder’s performance-based admission. And you could, too!

Comment “BOULDER” below, and we’ll DM you more details.","[""Coursera's innovative approach to performance-based admission opens new horizons in education, making advanced learning more accessible and tailored to individual capabilities and aspirations."", 'BOULDER #Skobuffs', 'BOULDER', 'BOULDER', 'BOULDER', 'Boulder', 'BOULDER', 'Boulder', 'BOULDER', 'BOULDER', 'Boulder', 'Boulder', 'Boulder', 'Boulder', 'Boulder']","['1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w', '1w']","['seyedshahabmehdinia', 'wilsonnikita13', 'freeonetenji', 'saikirannammi', 'bapid09', 'daehtop509', 'faisalmaalak', 'joejurczyk', 'amouzou20', 'this.is.haizam', 'nilesha07', 'jamesforeall', 'hazemismail714', 'hanna_tehreem', 'liahorsky_arq']","['3 likes', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '0']",15
224,"Dec 13, 2023","With @imperialcollege near the top of the 2024 QS @topunis Rankings, it’s no surprise that GMPH graduates are raving about their experience. 🎓 Reading snippets of their success stories is like listening to mini-graduation speeches. Do they have you wondering if an online degree could suit you?

Comment “GMPH” below, and we’ll DM you more details.","['Is the app under maintenance???? @coursera', 'Empowering stories of academic excellence, inspiring the pursuit of knowledge in the digital age, showcasing the transformative power of education in shaping bright futures.']","['4w', '4w']","['tejaswi_selace', 'seyedshahabmehdinia']","['0', '1 like']",2
119,"Nov 21, 2023","🎙️ In Episode 3 of #TheCourseraPodcast, we chat with Dr. @lauriesantosofficial, who shared the inspiration behind her course The Science of Well-Being, which has amassed more than 4.5 million enrollments on Coursera.

The tools to happiness are simple and free! Tune in now at the link in bio and always remember that you deserve joy.

🗣️ Join the Conversation: How do you practice mindfulness at work? At home? Comment below, and let’s inspire each other to work toward greater contentment.

#TheCourseraPodcast #Education #HigherEd #Happiness #OnlineLearning","['Integrating mindfulness into daily routines transforms ordinary moments into opportunities for peace and contentment, enriching both personal and professional lives.', 'This podcast episode definitely gave us a happiness boost! 🚀🌞']","['7w', '7w']","['seyedshahabmehdinia', 'yaleonline']","['1 like', '2 likes']",2
168,"Dec 5, 2023","The generative AI market is poised to explode, growing to $1.3 trillion over the next 10 years from a market size of just $40 billion in 2022.* Enhance your AI skills today with a quick intro course or explore an advanced degree in a related field.

Comment “AI” below, and we’ll DM you more details.

*Source: Bloomberg Intelligence

#genai #ai #artificialintelligence #indemandcareers #careerchange #degree","['""AI""', ""I'm interested to learn"", '""AI""']","['2w', '4w', '4w']","['m.hasan.abdelahy', 'ayaz.malik.790', 'ayaz.malik.790']","['0', '0', '0']",3
150,"Nov 30, 2023","New feature alert! 🚨 You can now easily stay updated on our latest and greatest content by choosing ""Sort by Newest"" when using the search function on Coursera. This new feature was possible thanks to feedback from YOU, our lovely learner community!","[""Innovative and user-centric, Coursera's commitment to continuous improvement through community feedback is truly commendable!"", 'Awesome feature, love it! 👏']","['6w', '6w']","['seyedshahabmehdinia', 'education.exploration']","['1 like', '3 likes']",2
290,"Dec 21, 2023","Should you get a certificate or degree? It's all about you and your career goals.

Comment “DEGREE” below, and we’ll DM you more details.

#careergoals #onlinelearning #coursera #degree #certificate","['Empowering choices for lifelong learners, aligning educational pathways with personal aspirations and career ambitions.', ""I'm trying to contact you. But guys aren't replying. I've already enrolled. Atleast give me some tips or any representatives to talk to."", 'Coursera has some free access through CA public libraries tooo', 'DEGREE', 'DEGREE', 'DEGREE', 'DEGREE', 'Degree', 'DEGREE', 'DEGREE', 'DEGREE', 'Degree', 'Degree', 'Degree', 'Degree']","['2w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '3w', '2w', '3w', '2w', '3w']","['seyedshahabmehdinia', 'prabhakarmanhas', 'hrsuitespot', 'adinaballa_', 'ojikutu_blockindustry', 'ceejaybrand', 'kcchang2023', 'lauraa_abrego', 'radio_n_casa', 'two.ems', 'mehdi_ayob', 'aleena.sana', 'priyanshu_kushwaha_2601', 'pitangambarreto', 'prudhviii__']","['0', '0', '0', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '1 like', '1 like', '0', '0', '0', '1 like']",15
202,"Nov 1, 2023","Ready to make your career move? We can help.

Comment “CHANGE” below and we’ll send you a DM with more info.","['CHANGE', 'Embracing evolution in professional development.', 'CHANGE', 'The possibilities are ENDLESS with online learning! Switching jobs, and even industries, could be as easy as completing an online 2-day certification! (which was my experience 😊)', 'Change', 'Change', 'Change', 'CHANGE', 'CHANGE', 'Change', 'Change', 'Change', 'CHANGE', 'CHANGE', 'CHANGE']","['10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '10w', '8w', '10w', '10w', '10w']","['brunnaxmaria', 'seyedshahabmehdinia', 'johannesjbotha', 'education.exploration', '____choc_click', 'thenameisfaiz_', 'kayleasmom', 'uxui_bex', 'vivekbharati_', 'abdoo_asl', 'peaaceeu', 'amaranta.rodriguez.9', 'cam.saldariaga', 'yan.chechin', 'learnziel']","['1 like', '2 likes', '1 like', '0', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '0', '1 like', '1 like', '1 like']",15
445,"Jan 7, 2024","Meet Rita who’s #LearningFrom Lebanon!

“I’m an ambitious learner deeply passionate about science and medicine. Two months ago, I embarked on my Coursera journey, seeking a program compatible with my schedule. Coursera proved to be an ideal match. Enrolling in Life 101: Mental and Physical Self-Care from UC Irvine was transformative. My acquired skills have significantly enhanced my grasp of self-care practices, mental and physical well-being, financial management, and beyond.

I wholeheartedly recommend Coursera to all learners; it's an invaluable source of enriching and practical knowledge. Thank you, Coursera, for this incredible opportunity!”

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","['Studying BI by google from lebanon😍🤍', 'MY STORY', '❤️❤️❤️❤️❤️❤️❤️', 'Thanks❤️❤️❤️', '❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️', 'MY STORY', '@rittasalame good luck rittaa😍😍😍😍❤️❤️']","['1w', '4d', '5d', '1w', '6d', '1w', '4d']","['farahmhalawani', '_f.u.t.u.r.e', 'rittasalame', 'rittasalame', 'rittasalame', 'oswythd', 'd20ana20']","['3 likes', '1 like', '1 like', '3 likes', '1 like', '1 like', '1 like']",7
156,"Jan 12, 2024","Did you know there are many ways to connect with your online peers on Coursera? Here’s how to network and build connections with learners like you!

Comment “COMMUNITY” below, and we’ll DM you more details.","['great info, please check dm for additional request', 'COMMUNITYYY', 'COMMUNITY', 'COMMUNITY', 'COMMUNITY']","['2d', '3d', '3d', '2d', '1d']","['latanya_nicole', 'felixchanwc', 'imrocky2040', 'latanya_nicole', 'iremide_abigael_']","['0', '0', '0', '0', '0']",5
237,"Dec 2, 2023","Career idea: IT Scrum Master 💡

Comment ""SCRUM” below, and we’ll DM you more info.

#careerpath #careerchange #jobideas #techtok #projectmanager","['Scrum', 'SCRUM', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'Scrum', 'SCRUM', 'Scrum', 'scrum', 'Envisioning a future in tech leadership – the role of an IT Scrum Master, a key player in driving agile success and innovation.', 'Scrum', 'Scrum']","['6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '6w', '5w']","['aria9l', '________kaduli________', 'david.mukendi97', 'is.barnawi', 'real.alexi', 'joyceasoto', 'trash_man_87', 'valarie_matcha_queen', 'kirezia2006', 'a1c_wellness_journey', 'vishnu.krishnan.nair.vk', 'm_henecka', 'seyedshahabmehdinia', 'mca2182', 'asadiqbal9935']","['2 likes', '2 likes', '2 likes', '2 likes', '1 like', '1 like', '2 likes', '2 likes', '2 likes', '0', '2 likes', '2 likes', '2 likes', '1 like', '0']",15
160,"Nov 19, 2023","Kristen went from one course to a master’s in management—and from entrepreneur to HR pro. See how you could explore career pathways like this @giesbusiness alum, whether you’re interested in marketing, leadership, process management, global business, or finance.

—

Want your learner story to be featured? Comment “MY STORY” below and we’ll DM you more info!","[""Kristen's journey is truly inspiring – a testament to how dedicated learning can beautifully transform careers across diverse fields!"", 'MY STORY', 'MY STORY']","['8w', '8w', '8w']","['seyedshahabmehdinia', 'aryanbhandari2431', 'aryanbhandari2431']","['1 like', '1 like', '1 like']",3
273,"Dec 23, 2023","Did you know that one in four people want to change jobs in 2024? Get a head start on your new year’s career goals with a Professional Certificate—they're designed to give you the specific technical skills you need for an entry-level role in a new career field.

Comment “ENTRY” below, and we’ll DM you more details.

#careerchange #careergoals #newcareer #entryleveljobs #indemandcareers #professionalcertificates","[""Coursera's Professional Certificates pave the way for transformative career journeys, turning aspirations into achievable realities for the new year and beyond."", 'Entry', 'ENTRY', 'Entry', 'ENTRY', 'ENTRY', 'Dm me for Coursera courses and assignment solutions', 'Entry', 'Entry', 'ENTRY', 'ENTRY']","['3w', '5d', '3w', '2w', '3w', '3w', '3w', '2w', '1w', '3w', '2w']","['seyedshahabmehdinia', 'garces.stef', 'kcchang2023', 'saritalarubia_', 'calvin.nixon22', 'felipeoliveira_fos', 'shamik_debnath_12', 'emmaunuode', 'sprince_lion', 'nitish_pandey_21', 'hauyn.e']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1 like', '0']",11
165,"Nov 15, 2023","Ready to safeguard our planet’s most vital resource? Gain the skills to fill the growing need for strong water stewardship with these flexible micro-lectures from @PepsiCo!

Comment “WATER” below, and we’ll DM you more info.

#WaterStewardship #Sustainability #CorporateResponsibility #ScienceBasedTargets #WaterConservation #ArizonaStateUniversity #MicroLect","[""Embracing this opportunity to enhance water stewardship skills is a vital step towards nurturing our planet's precious resources!"", 'Mr Beast reference? Lol', 'WATER']","['8w', '8w', '8w']","['seyedshahabmehdinia', 'alesthenicss', 'k_abbas110']","['1 like', '1 like', '1 like']",3
498,"Nov 7, 2023","Celebrate Distance Learning Week by enrolling in one of the most popular free courses on Coursera!

Comment “FREE” below, and we’ll send you a DM with more details.

#OnlineLearning #FreeCourses #EducationForAll #SkillBuilding","['FREE', 'Free', 'Free', 'Free', 'Free', 'Free', 'FREE', 'Free', 'Free', 'Free', 'FREE', 'Free', 'FREE', 'FREE', 'Free']","['9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w', '9w']","['carloscruz0608', 'jion_bhuiyan', 'soulful_ibrahim', 'abdurrehman_sudais', 'who.im.kukalia', 'jamesongzijing', 'nifrwon', 'sliak80', 'tracy_23_galaxy', 'keeomo_', 'gh66fatima', 'vichhupriya92', 'rozi.pramana', 'smi.tha479', 'ayman_az7']","['1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like', '1 like']",15
